,puzzle,difficulty,results,solution
278,........28....51...3..219..1......6.9...42.....8.3.7....5.9...3.17.5.8.....2...5.,3,"(7, 2)","[7, 5, 1, 4, 6, 9, 3, 8, 2, 8, 9, 2, 3, 7, 5, 1, 4, 6, 6, 3, 4, 8, 2, 1, 9, 7, 5, 1, 2, 3, 5, 8, 7, 4, 6, 9, 9, 7, 6, 1, 4, 2, 5, 3, 8, 5, 4, 8, 9, 3, 6, 7, 2, 1, 4, 6, 5, 7, 9, 8, 2, 1, 3, 2, 1, 7, 6, 5, 3, 8, 9, 4, 3, 8, 9, 2, 1, 4, 6, 5, 7]"
279,9....4..5..8....6....29...38....7....4.......3.14....9..534...1..7....3..9.5.....,3,"(13, 4)","[9, 3, 6, 7, 8, 4, 1, 2, 5, 7, 2, 8, 1, 5, 3, 9, 6, 4, 5, 1, 4, 2, 9, 6, 8, 7, 3, 8, 5, 2, 9, 3, 7, 4, 1, 6, 6, 4, 9, 8, 2, 1, 3, 5, 7, 3, 7, 1, 4, 6, 5, 2, 8, 9, 2, 6, 5, 3, 4, 8, 7, 9, 1, 4, 8, 7, 6, 1, 9, 5, 3, 2, 1, 9, 3, 5, 7, 2, 6, 4, 8]"
280,.3..68.9.8.9.....5......1.3...135..9..1...2......7.3...7.9.1..6..86.2...5........,3,"(16, 19)","[1, 3, 7, 5, 6, 8, 4, 9, 2, 8, 2, 9, 4, 1, 3, 6, 7, 5, 6, 5, 4, 7, 2, 9, 1, 8, 3, 7, 4, 2, 1, 3, 5, 8, 6, 9, 3, 6, 1, 8, 9, 4, 2, 5, 7, 9, 8, 5, 2, 7, 6, 3, 1, 4, 2, 7, 3, 9, 8, 1, 5, 4, 6, 4, 9, 8, 6, 5, 2, 7, 3, 1, 5, 1, 6, 3, 4, 7, 9, 2, 8]"
281,.....417..9....5...5..2....57.36.....3...7..6.....9.3..19.4.....2.7..4..4.8......,3,"(10, 3)","[6, 8, 3, 5, 9, 4, 1, 7, 2, 2, 9, 4, 1, 7, 6, 5, 8, 3, 1, 5, 7, 8, 2, 3, 6, 9, 4, 5, 7, 2, 3, 6, 8, 9, 4, 1, 9, 3, 1, 4, 5, 7, 8, 2, 6, 8, 4, 6, 2, 1, 9, 7, 3, 5, 7, 1, 9, 6, 4, 2, 3, 5, 8, 3, 2, 5, 7, 8, 1, 4, 6, 9, 4, 6, 8, 9, 3, 5, 2, 1, 7]"
282,6...1.5.4............9.87......8..52.2.3.......4..1.7...9......5.682...923..4..6.,3,"(14, 6)","[6, 9, 8, 7, 1, 2, 5, 3, 4, 7, 1, 5, 6, 3, 4, 2, 9, 8, 3, 4, 2, 9, 5, 8, 7, 1, 6, 1, 6, 3, 4, 8, 7, 9, 5, 2, 9, 2, 7, 3, 6, 5, 4, 8, 1, 8, 5, 4, 2, 9, 1, 6, 7, 3, 4, 8, 9, 1, 7, 6, 3, 2, 5, 5, 7, 6, 8, 2, 3, 1, 4, 9, 2, 3, 1, 5, 4, 9, 8, 6, 7]"
283,6....9..5......8.29...81.4.3....6...2.......1..417.3....93.25....7.5.......8..9..,3,"(7, 3)","[6, 8, 2, 7, 4, 9, 1, 3, 5, 7, 4, 1, 6, 3, 5, 8, 9, 2, 9, 5, 3, 2, 8, 1, 6, 4, 7, 3, 1, 8, 4, 2, 6, 7, 5, 9, 2, 7, 6, 5, 9, 3, 4, 8, 1, 5, 9, 4, 1, 7, 8, 3, 2, 6, 8, 6, 9, 3, 1, 2, 5, 7, 4, 1, 3, 7, 9, 5, 4, 2, 6, 8, 4, 2, 5, 8, 6, 7, 9, 1, 3]"
284,.4.73.....8......6......58.29..6....3...1.9.....2...615..1.......7...6.4...92.8..,3,"(2, 0)","[6, 4, 5, 7, 3, 8, 1, 2, 9, 7, 8, 2, 5, 9, 1, 4, 3, 6, 1, 3, 9, 6, 4, 2, 5, 8, 7, 2, 9, 1, 4, 6, 3, 7, 5, 8, 3, 5, 6, 8, 1, 7, 9, 4, 2, 8, 7, 4, 2, 5, 9, 3, 6, 1, 5, 6, 8, 1, 7, 4, 2, 9, 3, 9, 2, 7, 3, 8, 5, 6, 1, 4, 4, 1, 3, 9, 2, 6, 8, 7, 5]"
285,.4.....1...7.2.4.....4..7.89......2.3..57..6..5........2...6.3..7.29.1..1...3....,3,"(16, 17)","[5, 4, 9, 6, 8, 7, 2, 1, 3, 8, 3, 7, 1, 2, 9, 4, 5, 6, 2, 6, 1, 4, 5, 3, 7, 9, 8, 9, 8, 6, 3, 4, 1, 5, 2, 7, 3, 1, 4, 5, 7, 2, 8, 6, 9, 7, 5, 2, 9, 6, 8, 3, 4, 1, 4, 2, 8, 7, 1, 6, 9, 3, 5, 6, 7, 3, 2, 9, 5, 1, 8, 4, 1, 9, 5, 8, 3, 4, 6, 7, 2]"
286,7.......9.8.96.....5.12...8....4..2...9...6..3..58..9....2......47.......2.894.5.,3,"(3, 0)","[7, 3, 1, 4, 5, 8, 2, 6, 9, 2, 8, 4, 9, 6, 3, 5, 7, 1, 9, 5, 6, 1, 2, 7, 3, 4, 8, 5, 6, 8, 7, 4, 9, 1, 2, 3, 4, 7, 9, 3, 1, 2, 6, 8, 5, 3, 1, 2, 5, 8, 6, 4, 9, 7, 6, 9, 5, 2, 7, 1, 8, 3, 4, 8, 4, 7, 6, 3, 5, 9, 1, 2, 1, 2, 3, 8, 9, 4, 7, 5, 6]"
287,.6.4.....1...6...59..3...27...6.....5.4..9....13....4....14........8..54.2...6.8.,3,"(6, 2)","[2, 6, 5, 4, 9, 7, 8, 3, 1, 1, 3, 7, 2, 6, 8, 4, 9, 5, 9, 4, 8, 3, 5, 1, 6, 2, 7, 7, 9, 2, 6, 3, 4, 5, 1, 8, 5, 8, 4, 7, 1, 9, 3, 6, 2, 6, 1, 3, 8, 2, 5, 7, 4, 9, 8, 5, 9, 1, 4, 3, 2, 7, 6, 3, 7, 6, 9, 8, 2, 1, 5, 4, 4, 2, 1, 5, 7, 6, 9, 8, 3]"
288,4....5.....63.8.9.38...9.6..1......6..2..4...73..9...59...6385........2....7.....,3,"(3, 1)","[4, 9, 1, 6, 7, 5, 3, 8, 2, 2, 7, 6, 3, 1, 8, 5, 9, 4, 3, 8, 5, 2, 4, 9, 1, 6, 7, 8, 1, 9, 5, 2, 7, 4, 3, 6, 5, 6, 2, 1, 3, 4, 9, 7, 8, 7, 3, 4, 8, 9, 6, 2, 1, 5, 9, 2, 7, 4, 6, 3, 8, 5, 1, 6, 4, 8, 9, 5, 1, 7, 2, 3, 1, 5, 3, 7, 8, 2, 6, 4, 9]"
289,...7..2...8........52..6.1.3...1.6.......985..7..........4.3...59..6...3.....8.25,3,"(6, 1)","[1, 6, 9, 7, 3, 5, 2, 4, 8, 4, 8, 3, 9, 2, 1, 5, 7, 6, 7, 5, 2, 8, 4, 6, 3, 1, 9, 3, 4, 8, 5, 1, 2, 6, 9, 7, 2, 1, 6, 3, 7, 9, 8, 5, 4, 9, 7, 5, 6, 8, 4, 1, 3, 2, 8, 2, 7, 4, 5, 3, 9, 6, 1, 5, 9, 1, 2, 6, 7, 4, 8, 3, 6, 3, 4, 1, 9, 8, 7, 2, 5]"
290,..9.7...1..63.5...45.19....1..4...86.3.....9.......72......1...72..5..1.....4.6..,3,"(9, 2)","[3, 8, 9, 6, 7, 4, 2, 5, 1, 2, 1, 6, 3, 8, 5, 9, 4, 7, 4, 5, 7, 1, 9, 2, 8, 6, 3, 1, 7, 5, 4, 2, 9, 3, 8, 6, 8, 3, 2, 5, 6, 7, 1, 9, 4, 9, 6, 4, 8, 1, 3, 7, 2, 5, 6, 4, 8, 2, 3, 1, 5, 7, 9, 7, 2, 3, 9, 5, 6, 4, 1, 8, 5, 9, 1, 7, 4, 8, 6, 3, 2]"
291,.....3.....2.95..3......497..34..6..14.8..35.........1.2...4...8..3..5.27..1.....,3,"(15, 22)","[9, 7, 8, 6, 4, 3, 1, 2, 5, 4, 1, 2, 7, 9, 5, 8, 6, 3, 5, 3, 6, 2, 8, 1, 4, 9, 7, 2, 5, 3, 4, 1, 9, 6, 7, 8, 1, 4, 7, 8, 6, 2, 3, 5, 9, 6, 8, 9, 5, 3, 7, 2, 4, 1, 3, 2, 1, 9, 5, 4, 7, 8, 6, 8, 9, 4, 3, 7, 6, 5, 1, 2, 7, 6, 5, 1, 2, 8, 9, 3, 4]"
292,....4......9.263..3..1........53.8.7.2..7............4..8..542...7.....15.3.6...8,3,"(6, 2)","[6, 5, 2, 3, 4, 7, 1, 8, 9, 1, 7, 9, 8, 2, 6, 3, 4, 5, 3, 8, 4, 1, 5, 9, 6, 7, 2, 4, 9, 6, 5, 3, 2, 8, 1, 7, 8, 2, 5, 4, 7, 1, 9, 3, 6, 7, 3, 1, 6, 9, 8, 2, 5, 4, 9, 6, 8, 7, 1, 5, 4, 2, 3, 2, 4, 7, 9, 8, 3, 5, 6, 1, 5, 1, 3, 2, 6, 4, 7, 9, 8]"
293,.59.7........1...2.48.3..9..6.....2...739...6.8.4......7.......6.....9.33...6...7,3,"(9, 3)","[1, 5, 9, 2, 7, 4, 6, 3, 8, 7, 3, 6, 8, 1, 9, 4, 5, 2, 2, 4, 8, 6, 3, 5, 7, 9, 1, 9, 6, 3, 1, 5, 7, 8, 2, 4, 4, 2, 7, 3, 9, 8, 5, 1, 6, 5, 8, 1, 4, 2, 6, 3, 7, 9, 8, 7, 2, 9, 4, 3, 1, 6, 5, 6, 1, 5, 7, 8, 2, 9, 4, 3, 3, 9, 4, 5, 6, 1, 2, 8, 7]"
294,46...8..9.......15...3..6..........73....98..9...75..2..9.......7.25....1.6.4.2..,3,"(10, 3)","[4, 6, 3, 5, 1, 8, 7, 2, 9, 7, 9, 8, 4, 6, 2, 3, 1, 5, 5, 1, 2, 3, 9, 7, 6, 8, 4, 6, 2, 5, 8, 3, 4, 1, 9, 7, 3, 4, 7, 1, 2, 9, 8, 5, 6, 9, 8, 1, 6, 7, 5, 4, 3, 2, 2, 3, 9, 7, 8, 6, 5, 4, 1, 8, 7, 4, 2, 5, 1, 9, 6, 3, 1, 5, 6, 9, 4, 3, 2, 7, 8]"
295,21.8..9...4..6923..3.....7....7..6.......4..9....2............6..4.1..8.72...31..,3,"(4, 1)","[2, 1, 5, 8, 3, 7, 9, 6, 4, 8, 4, 7, 5, 6, 9, 2, 3, 1, 9, 3, 6, 2, 4, 1, 5, 7, 8, 4, 5, 2, 7, 9, 8, 6, 1, 3, 6, 7, 3, 1, 5, 4, 8, 2, 9, 1, 9, 8, 3, 2, 6, 4, 5, 7, 5, 8, 1, 4, 7, 2, 3, 9, 6, 3, 6, 4, 9, 1, 5, 7, 8, 2, 7, 2, 9, 6, 8, 3, 1, 4, 5]"
296,..8......6....4..719..2......3...76.........94...13.8...2.378.....2..9.....8...71,3,"(6, 1)","[2, 4, 8, 7, 5, 1, 6, 9, 3, 6, 3, 5, 9, 8, 4, 1, 2, 7, 1, 9, 7, 3, 2, 6, 4, 5, 8, 8, 1, 3, 5, 9, 2, 7, 6, 4, 5, 2, 6, 4, 7, 8, 3, 1, 9, 4, 7, 9, 6, 1, 3, 5, 8, 2, 9, 6, 2, 1, 3, 7, 8, 4, 5, 7, 8, 1, 2, 4, 5, 9, 3, 6, 3, 5, 4, 8, 6, 9, 2, 7, 1]"
297,.5...1.2......34.5764.......2..19....365..7.......7.42..5...8...4.2...5........13,3,"(8, 4)","[8, 5, 3, 6, 4, 1, 9, 2, 7, 9, 1, 2, 7, 8, 3, 4, 6, 5, 7, 6, 4, 9, 5, 2, 3, 8, 1, 4, 2, 7, 8, 1, 9, 5, 3, 6, 1, 3, 6, 5, 2, 4, 7, 9, 8, 5, 8, 9, 3, 6, 7, 1, 4, 2, 2, 9, 5, 1, 3, 6, 8, 7, 4, 3, 4, 1, 2, 7, 8, 6, 5, 9, 6, 7, 8, 4, 9, 5, 2, 1, 3]"
298,6.1...4...9.3..2..2....61.....4.....7......285....2..1.6..5.7.9.....8......791...,3,"(14, 5)","[6, 3, 1, 5, 2, 9, 4, 8, 7, 8, 9, 4, 3, 1, 7, 2, 5, 6, 2, 5, 7, 8, 4, 6, 1, 9, 3, 9, 1, 2, 4, 8, 3, 6, 7, 5, 7, 4, 3, 1, 6, 5, 9, 2, 8, 5, 8, 6, 9, 7, 2, 3, 4, 1, 1, 6, 8, 2, 5, 4, 7, 3, 9, 4, 7, 9, 6, 3, 8, 5, 1, 2, 3, 2, 5, 7, 9, 1, 8, 6, 4]"
299,.6...8.....5...2.7.8.3.49....251..789...87......6..4..5......921.89....4.........,3,"(6, 3)","[7, 6, 9, 2, 5, 8, 1, 4, 3, 4, 3, 5, 1, 9, 6, 2, 8, 7, 2, 8, 1, 3, 7, 4, 9, 6, 5, 6, 4, 2, 5, 1, 9, 3, 7, 8, 9, 1, 3, 4, 8, 7, 5, 2, 6, 8, 5, 7, 6, 2, 3, 4, 1, 9, 5, 7, 4, 8, 3, 1, 6, 9, 2, 1, 2, 8, 9, 6, 5, 7, 3, 4, 3, 9, 6, 7, 4, 2, 8, 5, 1]"
300,4.2.3..1...3.4.5.6.......4.......8..8..41...7.7...9......1...95....8.3..1..9.6...,4,"(26, 59)","[4, 6, 2, 5, 3, 8, 7, 1, 9, 9, 1, 3, 7, 4, 2, 5, 8, 6, 7, 8, 5, 6, 9, 1, 2, 4, 3, 5, 9, 1, 3, 2, 7, 8, 6, 4, 8, 2, 6, 4, 1, 5, 9, 3, 7, 3, 7, 4, 8, 6, 9, 1, 5, 2, 2, 4, 8, 1, 7, 3, 6, 9, 5, 6, 5, 9, 2, 8, 4, 3, 7, 1, 1, 3, 7, 9, 5, 6, 4, 2, 8]"
301,....287.....7.5.3.5....32...67.......2...65.8....4.6..3.6..4..1.1.3....2.......4.,4,"(16, 8)","[6, 3, 1, 4, 2, 8, 7, 9, 5, 2, 4, 8, 7, 9, 5, 1, 3, 6, 5, 7, 9, 1, 6, 3, 2, 8, 4, 8, 6, 7, 5, 3, 2, 4, 1, 9, 4, 2, 3, 9, 1, 6, 5, 7, 8, 1, 9, 5, 8, 4, 7, 6, 2, 3, 3, 8, 6, 2, 7, 4, 9, 5, 1, 7, 1, 4, 3, 5, 9, 8, 6, 2, 9, 5, 2, 6, 8, 1, 3, 4, 7]"
302,..9......6...2...51...46..7.6.......7.3.....1.5.87..36.7.28....9..1..2.........54,4,"(11, 6)","[5, 2, 9, 7, 3, 1, 6, 4, 8, 6, 4, 7, 9, 2, 8, 3, 1, 5, 1, 3, 8, 5, 4, 6, 9, 2, 7, 8, 6, 4, 3, 1, 5, 7, 9, 2, 7, 9, 3, 4, 6, 2, 5, 8, 1, 2, 5, 1, 8, 7, 9, 4, 3, 6, 4, 7, 5, 2, 8, 3, 1, 6, 9, 9, 8, 6, 1, 5, 4, 2, 7, 3, 3, 1, 2, 6, 9, 7, 8, 5, 4]"
303,...5.8...3.8..91...9.6...3........2.1.7...3....58..9.12....17.........94.7..2....,4,"(14, 6)","[7, 1, 2, 5, 3, 8, 6, 4, 9, 3, 6, 8, 7, 4, 9, 1, 5, 2, 5, 9, 4, 6, 1, 2, 8, 3, 7, 9, 3, 6, 1, 7, 5, 4, 2, 8, 1, 8, 7, 2, 9, 4, 3, 6, 5, 4, 2, 5, 8, 6, 3, 9, 7, 1, 2, 4, 3, 9, 5, 1, 7, 8, 6, 6, 5, 1, 3, 8, 7, 2, 9, 4, 8, 7, 9, 4, 2, 6, 5, 1, 3]"
304,.9.......4..1..68...5..4..2.5...3.913.9..2......5......762..3...3..6......2...4.9,4,"(16, 24)","[1, 9, 8, 6, 2, 5, 7, 3, 4, 4, 2, 3, 1, 7, 9, 6, 8, 5, 7, 6, 5, 8, 3, 4, 9, 1, 2, 6, 5, 7, 4, 8, 3, 2, 9, 1, 3, 8, 9, 7, 1, 2, 5, 4, 6, 2, 4, 1, 5, 9, 6, 8, 7, 3, 9, 7, 6, 2, 4, 1, 3, 5, 8, 5, 3, 4, 9, 6, 8, 1, 2, 7, 8, 1, 2, 3, 5, 7, 4, 6, 9]"
305,..2...7......59.2.4...6......1..3.9....5.2.4.94..8.........68.16.........2....5..,4,"(5, 0)","[5, 6, 2, 8, 3, 4, 7, 1, 9, 3, 7, 8, 1, 5, 9, 4, 2, 6, 4, 1, 9, 2, 6, 7, 3, 8, 5, 2, 5, 1, 7, 4, 3, 6, 9, 8, 8, 3, 6, 5, 9, 2, 1, 4, 7, 9, 4, 7, 6, 8, 1, 2, 5, 3, 7, 9, 5, 4, 2, 6, 8, 3, 1, 6, 8, 4, 3, 1, 5, 9, 7, 2, 1, 2, 3, 9, 7, 8, 5, 6, 4]"
306,7....8..1....2.6.94.5..6........723.6..28.5...7.....1.1..9.....28...4....5....1..,4,"(3, 0)","[7, 2, 6, 4, 9, 8, 3, 5, 1, 8, 3, 1, 7, 2, 5, 6, 4, 9, 4, 9, 5, 3, 1, 6, 7, 8, 2, 9, 1, 8, 5, 4, 7, 2, 3, 6, 6, 4, 3, 2, 8, 1, 5, 9, 7, 5, 7, 2, 6, 3, 9, 4, 1, 8, 1, 6, 4, 9, 7, 3, 8, 2, 5, 2, 8, 7, 1, 5, 4, 9, 6, 3, 3, 5, 9, 8, 6, 2, 1, 7, 4]"
307,..1..6...6.....7...8....31...48.3..7..8..295...9.5.......125.8.......6...5.6.....,4,"(30, 38)","[3, 9, 1, 2, 7, 6, 5, 4, 8, 6, 4, 5, 3, 1, 8, 7, 2, 9, 2, 8, 7, 5, 4, 9, 3, 1, 6, 5, 2, 4, 8, 9, 3, 1, 6, 7, 1, 3, 8, 7, 6, 2, 9, 5, 4, 7, 6, 9, 4, 5, 1, 8, 3, 2, 9, 7, 6, 1, 2, 5, 4, 8, 3, 8, 1, 2, 9, 3, 4, 6, 7, 5, 4, 5, 3, 6, 8, 7, 2, 9, 1]"
308,..6.....5......4..5..1...79..4..93...3....7.4.2...3.......1.2431.83........67....,4,"(8, 2)","[4, 1, 6, 2, 9, 7, 8, 3, 5, 3, 7, 9, 5, 8, 6, 4, 1, 2, 5, 8, 2, 1, 3, 4, 6, 7, 9, 8, 6, 4, 7, 2, 9, 3, 5, 1, 9, 3, 5, 8, 6, 1, 7, 2, 4, 7, 2, 1, 4, 5, 3, 9, 8, 6, 6, 5, 7, 9, 1, 8, 2, 4, 3, 1, 9, 8, 3, 4, 2, 5, 6, 7, 2, 4, 3, 6, 7, 5, 1, 9, 8]"
309,...8.6..4.6..4.5...14.3......5.....2.9..1.6..2....31.......7..99.7..13...5.....8.,4,"(11, 4)","[5, 2, 3, 8, 7, 6, 9, 1, 4, 8, 6, 9, 1, 4, 2, 5, 7, 3, 7, 1, 4, 9, 3, 5, 8, 2, 6, 1, 7, 5, 6, 9, 8, 4, 3, 2, 3, 9, 8, 2, 1, 4, 6, 5, 7, 2, 4, 6, 7, 5, 3, 1, 9, 8, 6, 3, 1, 5, 8, 7, 2, 4, 9, 9, 8, 7, 4, 2, 1, 3, 6, 5, 4, 5, 2, 3, 6, 9, 7, 8, 1]"
310,...1....7.6358........6....4.2.36.9......8...98....2..1.......43.8...95......58..,4,"(17, 19)","[5, 2, 9, 1, 4, 3, 6, 8, 7, 7, 6, 3, 5, 8, 2, 1, 4, 9, 8, 4, 1, 9, 6, 7, 3, 2, 5, 4, 1, 2, 7, 3, 6, 5, 9, 8, 6, 3, 5, 2, 9, 8, 4, 7, 1, 9, 8, 7, 4, 5, 1, 2, 6, 3, 1, 5, 6, 8, 2, 9, 7, 3, 4, 3, 7, 8, 6, 1, 4, 9, 5, 2, 2, 9, 4, 3, 7, 5, 8, 1, 6]"
311,5.3........748...58.....1.......8.1..7..5..9.4.......6....62.3...2..18....8.7...9,4,"(14, 5)","[5, 4, 3, 6, 1, 7, 9, 8, 2, 2, 1, 7, 4, 8, 9, 3, 6, 5, 8, 9, 6, 3, 2, 5, 1, 4, 7, 6, 2, 9, 7, 4, 8, 5, 1, 3, 3, 7, 1, 2, 5, 6, 4, 9, 8, 4, 8, 5, 1, 9, 3, 2, 7, 6, 9, 5, 4, 8, 6, 2, 7, 3, 1, 7, 6, 2, 9, 3, 1, 8, 5, 4, 1, 3, 8, 5, 7, 4, 6, 2, 9]"
312,34.....61.....9.7....4..5...95.2.7....6..1...........297..35..8.3.9.7......8.....,4,"(6, 1)","[3, 4, 9, 5, 7, 2, 8, 6, 1, 5, 6, 2, 1, 8, 9, 4, 7, 3, 8, 1, 7, 4, 6, 3, 5, 2, 9, 1, 9, 5, 3, 2, 8, 7, 4, 6, 4, 2, 6, 7, 9, 1, 3, 8, 5, 7, 8, 3, 6, 5, 4, 1, 9, 2, 9, 7, 4, 2, 3, 5, 6, 1, 8, 6, 3, 8, 9, 1, 7, 2, 5, 4, 2, 5, 1, 8, 4, 6, 9, 3, 7]"
313,.....5.....84....2.7.8...39...7.6..1.12.......4....96..5.........9.8.6.......9578,4,"(13, 25)","[2, 9, 1, 3, 7, 5, 8, 4, 6, 3, 6, 8, 4, 9, 1, 7, 5, 2, 5, 7, 4, 8, 6, 2, 1, 3, 9, 9, 8, 5, 7, 3, 6, 4, 2, 1, 6, 1, 2, 9, 5, 4, 3, 8, 7, 7, 4, 3, 1, 2, 8, 9, 6, 5, 8, 5, 7, 6, 1, 3, 2, 9, 4, 4, 2, 9, 5, 8, 7, 6, 1, 3, 1, 3, 6, 2, 4, 9, 5, 7, 8]"
314,8..2.7...26..3...1.4..........7...5........8....41..36.213.....6....95.4..7..6...,4,"(24, 51)","[8, 1, 9, 2, 5, 7, 6, 4, 3, 2, 6, 5, 9, 3, 4, 8, 7, 1, 7, 4, 3, 6, 8, 1, 2, 9, 5, 1, 8, 6, 7, 9, 3, 4, 5, 2, 3, 9, 4, 5, 6, 2, 1, 8, 7, 5, 7, 2, 4, 1, 8, 9, 3, 6, 9, 2, 1, 3, 4, 5, 7, 6, 8, 6, 3, 8, 1, 7, 9, 5, 2, 4, 4, 5, 7, 8, 2, 6, 3, 1, 9]"
315,81.....5..34......2.....8.4..6.59......3..54......7..96....5.82.8..6.9.1...71....,4,"(15, 40)","[8, 1, 9, 6, 4, 2, 7, 5, 3, 5, 3, 4, 8, 7, 1, 2, 9, 6, 2, 6, 7, 5, 9, 3, 8, 1, 4, 7, 2, 6, 4, 5, 9, 1, 3, 8, 1, 9, 8, 3, 2, 6, 5, 4, 7, 4, 5, 3, 1, 8, 7, 6, 2, 9, 6, 7, 1, 9, 3, 5, 4, 8, 2, 3, 8, 5, 2, 6, 4, 9, 7, 1, 9, 4, 2, 7, 1, 8, 3, 6, 5]"
316,.............6.5.3.79..2...4..3..9....6..1.2..17.....8.4..956..9...1....7.8....1.,4,"(13, 6)","[6, 3, 1, 5, 7, 4, 8, 9, 2, 8, 2, 4, 1, 6, 9, 5, 7, 3, 5, 7, 9, 8, 3, 2, 1, 4, 6, 4, 8, 5, 3, 2, 7, 9, 6, 1, 3, 9, 6, 4, 8, 1, 7, 2, 5, 2, 1, 7, 9, 5, 6, 4, 3, 8, 1, 4, 3, 2, 9, 5, 6, 8, 7, 9, 6, 2, 7, 1, 8, 3, 5, 4, 7, 5, 8, 6, 4, 3, 2, 1, 9]"
317,..6.42.1..748.............79..18...6.4...7.2.5........7....18.5..8.....1.1..2..3.,4,"(9, 3)","[8, 5, 6, 7, 4, 2, 9, 1, 3, 1, 7, 4, 8, 3, 9, 6, 5, 2, 2, 3, 9, 5, 1, 6, 4, 8, 7, 9, 2, 3, 1, 8, 4, 5, 7, 6, 6, 4, 1, 9, 5, 7, 3, 2, 8, 5, 8, 7, 2, 6, 3, 1, 9, 4, 7, 6, 2, 3, 9, 1, 8, 4, 5, 3, 9, 8, 4, 7, 5, 2, 6, 1, 4, 1, 5, 6, 2, 8, 7, 3, 9]"
318,4.1.....8..8..63.5.62..1.....6.784..9...1.....7.9...6.....591.........4..1.4..7..,4,"(4, 1)","[4, 5, 1, 7, 9, 3, 6, 2, 8, 7, 9, 8, 2, 4, 6, 3, 1, 5, 3, 6, 2, 5, 8, 1, 9, 7, 4, 5, 2, 6, 3, 7, 8, 4, 9, 1, 9, 8, 3, 6, 1, 4, 2, 5, 7, 1, 7, 4, 9, 2, 5, 8, 6, 3, 2, 4, 7, 8, 5, 9, 1, 3, 6, 8, 3, 9, 1, 6, 7, 5, 4, 2, 6, 1, 5, 4, 3, 2, 7, 8, 9]"
319,.....278.3..9.......9.17...........61...869..7.5.....3.37.9...591..5.4....2......,4,"(12, 5)","[6, 5, 1, 3, 4, 2, 7, 8, 9, 3, 7, 4, 9, 6, 8, 5, 2, 1, 2, 8, 9, 5, 1, 7, 6, 3, 4, 4, 9, 8, 7, 3, 5, 2, 1, 6, 1, 2, 3, 4, 8, 6, 9, 5, 7, 7, 6, 5, 1, 2, 9, 8, 4, 3, 8, 3, 7, 2, 9, 4, 1, 6, 5, 9, 1, 6, 8, 5, 3, 4, 7, 2, 5, 4, 2, 6, 7, 1, 3, 9, 8]"
320,......8....8.7...296.....5..........4.9...6...7.1589.....423...1...8..2..4.9.....,4,"(7, 2)","[7, 2, 4, 5, 6, 1, 8, 3, 9, 5, 1, 8, 3, 7, 9, 4, 6, 2, 9, 6, 3, 8, 4, 2, 1, 5, 7, 8, 3, 1, 6, 9, 4, 2, 7, 5, 4, 5, 9, 2, 3, 7, 6, 1, 8, 2, 7, 6, 1, 5, 8, 9, 4, 3, 6, 8, 7, 4, 2, 3, 5, 9, 1, 1, 9, 5, 7, 8, 6, 3, 2, 4, 3, 4, 2, 9, 1, 5, 7, 8, 6]"
321,.....36.9..9.8...4.3.1...2........6...7.31....1.9...4.84.71..9.1.5......7..2..5..,4,"(9, 22)","[2, 8, 1, 4, 7, 3, 6, 5, 9, 5, 7, 9, 6, 8, 2, 1, 3, 4, 6, 3, 4, 1, 5, 9, 8, 2, 7, 9, 5, 2, 8, 4, 7, 3, 6, 1, 4, 6, 7, 5, 3, 1, 9, 8, 2, 3, 1, 8, 9, 2, 6, 7, 4, 5, 8, 4, 6, 7, 1, 5, 2, 9, 3, 1, 2, 5, 3, 9, 8, 4, 7, 6, 7, 9, 3, 2, 6, 4, 5, 1, 8]"
322,3.....8....49....5..5.1..2..6.4.3.............7..5.3.69....8.4....2.7...1......87,4,"(6, 1)","[3, 1, 9, 7, 2, 5, 8, 6, 4, 7, 2, 4, 9, 8, 6, 1, 3, 5, 6, 8, 5, 3, 1, 4, 7, 2, 9, 5, 6, 8, 4, 9, 3, 2, 7, 1, 2, 9, 3, 6, 7, 1, 4, 5, 8, 4, 7, 1, 8, 5, 2, 3, 9, 6, 9, 3, 7, 1, 6, 8, 5, 4, 2, 8, 5, 6, 2, 4, 7, 9, 1, 3, 1, 4, 2, 5, 3, 9, 6, 8, 7]"
323,....96.....25.8.9....7.4.5..4...9.872.....4..5.6........4...17...8...6.3.1..8....,4,"(5, 1)","[8, 7, 5, 1, 9, 6, 2, 3, 4, 4, 6, 2, 5, 3, 8, 7, 9, 1, 1, 3, 9, 7, 2, 4, 8, 5, 6, 3, 4, 1, 2, 6, 9, 5, 8, 7, 2, 8, 7, 3, 1, 5, 4, 6, 9, 5, 9, 6, 8, 4, 7, 3, 1, 2, 6, 2, 4, 9, 5, 3, 1, 7, 8, 9, 5, 8, 4, 7, 1, 6, 2, 3, 7, 1, 3, 6, 8, 2, 9, 4, 5]"
